ZH487_brain_cancer_4731_5mC	ZH492_brain_cancer_3926_5mC	ZH544_brain_cancer_5255_5mC	ZH478_brain_cancer_4896_5mC	Merge087_6555_plasma	ZH543_brain_cancer_5220_5mC	ZH523_brain_cancer_3661_5mC	ZH314_brain_cancer_plasma_5mC	ZH479_brain_cancer_6421_5mC	ZH480_brain_cancer_6440_5mC	ZH481_brain_cancer_6859_5mC	ZH317_brain_cancer_plasma_5mC	ZH501_brain_cancer_5182_5mC	ZH490_brain_cancer_5065_5mC	ZH315_brain_cancer_plasma_5mC	ZH500_brain_cancer_5148_5mC	ZH484_brain_cancer_4457_5mC	ZH474_brain_cancer_3880_5mC	ZH499_brain_cancer_5101_5mC	ZH452_brain_cancer_6592	ZH486_brain_cancer_4730_5mC	ZH513_brain_cancer_4337_5mC	ZH511_brain_cancer_4633_5mC	ZH453_brain_cancer_6860	ZH313_brain_cancer_plasma_5mC	ZH271_brain_cancer_plasma_5mC	ZH494_brain_cancer_4142_5mC	ZH318_brain_cancer_plasma_5mC	ZH450_brain_cancer_6539	ZH497_brain_cancer_5131_5mC	Merge046_3542_plasma_5mC	ZH154_brain_cancer_plasma_5mC	ZH498_brain_cancer_5100_5mC	ZH496_brain_cancer_4181_5mC	Merge086_6870_plasma	Merge043_5709_plasma_5mC	ZH312_brain_cancer_plasma_5mC	ZH454_brain_cancer_3380	Merge091_3543_plasma	ZH006_Plasma_5mC	ZH471_brain_cancer_3584	ZH540_brain_cancer_3563_5mC	Merge089_3446_plasma	ZH458_brain_cancer_3465	ZH459_brain_cancer_3466	ZH515_brain_cancer_3621_5mC	ZH276_brain_cancer_plasma_5mC	ZH455_brain_cancer_3389	Merge095_3560_plasma	Merge088_3431_plasma	ZH288_brain_cancer_plasma_5mC	ZH470_brain_cancer_3572	ZH303_brain_cancer_plasma_5mC	Merge092_3568_plasma	ZH517_brain_cancer_3630_5mC	ZH518_brain_cancer_3654_5mC	ZH465_brain_cancer_3562	ZH461_brain_cancer_3507	Merge045_6528_plasma_5mC	ZH277_brain_cancer_plasma_5mC	ZH521_brain_cancer_3575_5mC	ZH157_brain_cancer_plasma_5mC	ZH162_brain_cancer_plasma_5mC	ZH469_brain_cancer_3569	ZH516_brain_cancer_3622_5mC	ZH010_Plasma_5mC	ZH270_brain_cancer_plasma_5mC	Merge031_3454_plasma_5mC	Merge047_6458_plasma_5mC	Merge042_6413_plasma_5mC	ZH404_liver_cancer_AS1110	ZH418_liver_cancer_AS1129	ZH415_liver_cancer_AS1124	ZH413_liver_cancer_AS1120	ZH416_liver_cancer_AS1125	ZH403_liver_cancer_AS1109	ZH411_liver_cancer_AS1117	ZH401_liver_cancer_AS1106	ZH398_liver_cancer_AS1097	ZH390_liver_cancer_plasma	ZH402_liver_cancer_AS1107	ZH412_liver_cancer_AS1118	ZH405_liver_cancer_AS1112	ZH280_liver_cancer_plasma_5mC	ZH176_liver_cancer_plasma_5mC	ZH171_liver_cancer_plasma_5mC	ZH388_liver_cancer_plasma	ZH392_liver_cancer_plasma	ZH387_liver_cancer_plasma	ZH175_liver_cancer_plasma_5mC	ZH378_liver_cancer_plasma_5mC	ZH281_liver_cancer_plasma_5mC	ZH409_liver_cancer_AS1115	Merge063_AS1047_plasma_5mC	ZH186_liver_cancer_plasma_5mC	Merge032_AS1024_plasma_5mC	Merge067_AS1021_plasma_5mC	ZH389_liver_cancer_plasma	ZH267_liver_cancer_plasma_5mC	ZH410_liver_cancer_AS1116	ZH279_liver_cancer_plasma_5mC	ZH396_liver_cancer_AS1090	Merge034_AS1030_plasma_5mC	ZH397_liver_cancer_AS1091	Merge065_AS1045_plasma_5mC	Merge033_AS1028_plasma_5mC	ZH326_liver_cancer_plasma_5mC	ZH180_liver_cancer_plasma_5mC	ZH269_liver_cancer_plasma_5mC	Merge066_AS1054_plasma_5mC	ZH283_liver_cancer_plasma_5mC	ZH391_liver_cancer_plasma	ZH408_liver_cancer_AS1123	ZH377_liver_cancer_plasma_5mC	Merge068_AS1067_plasma	ZH174_liver_cancer_plasma_5mC	Merge064_AS1055_plasma_5mC	Merge067_AS1068_plasma	Merge035_AS1041_plasma_5mC	Merge066_AS1069_plasma	ZH266_liver_cancer_plasma_5mC	ZH319_liver_cancer_plasma_5mC	Merge064_AS1072_plasma	Merge078_L0253_plasma	ZH420_normal_L0180	Merge079_L0262_plasma	ZH372_normal_plasma_5mC	Merge076_L0107_plasma	Merge077_L0251_plasma	ZH427_normal_L0286	ZH374_normal_plasma_5mC	ZH375_normal_plasma_5mC	ZH428_normal_L0301	ZH419_normal_L0176	ZH424_normal_L0276	ZH371_normal_plasma_5mC	ZH421_normal_L0198	Merge082_L0304_plasma	ZH272_normal_plasma_5mC	Merge085_L0287_plasma	ZH324_normal_plasma_5mC	ZH273_normal_plasma_5mC	ZH373_normal_plasma_5mC	ZH446_normal_L0305	ZH332_normal_plasma_5mC	ZH435_normal_L0257	ZH275_normal_plasma_5mC	ZH274_normal_plasma_5mC	ZH429_normal_L0105	ZH441_normal_L0271	ZH295_normal_plasma_5mC	ZH294_normal_plasma_5mC	ZH442_normal_L0275	ZH333_normal_plasma_5mC	ZH299_normal_plasma_5mC	ZH293_normal_plasma_5mC	Merge093_L0223_plasma	Merge094_L0230_plasma	ZH300_normal_plasma_5mC	ZH296_normal_plasma_5mC	ZH570_5mC	ZH577_5mC	ZH583_5mC	ZH575_5mC	ZH574_5mC	ZH568_5mC	ZH573_5mC	ZH587_5mC	ZH579_5mC	ZH581_5mC	ZH580_5mC	ZH567_5mC	ZH585_5mC	ZH582_5mC	ZH601_normal_L587100258_5mC	ZH602_normal_L587101460_5mC	ZH603_normal_L587101751_5mC	ZH604_normal_L587101758_5mC	ZH605_normal_L587101955_5mC	ZH606_normal_L587102427_5mC	ZH607_normal_L587102444_5mC	ZH608_normal_L587102503_5mC	ZH609_normal_L587102534_5mC	ZH610_normal_L587102548_5mC	ZH611_normal_L587102705_5mC	ZH612_normal_L587102708_5mC	ZH619_normal_L587101229_5mC	ZH622_normal_L587103340_5mC	ZH623_normal_L587102183_5mC	ZH624_normal_L587103979_5mC	ZH625_normal_L587100742_5mC	ZH626_normal_L587103588_5mC	ZH627_normal_L587102447_5mC	ZH628_normal_L587101236_5mC	ZH629_normal_L587100058_5mC
normal_down_74	NA	-1	-1	NA	-0.777777373790741	NA	NA	-1	-1	-1	-1	-1	NA	-1	NA	NA	NA	NA	-1	-1	-1	NA	NA	NA	-1	-1	NA	-1	-1	NA	-1	NA	NA	NA	NA	NA	-1	-1	NA	-1	NA	NA	NA	NA	-0.884515335307504	NA	-0.825167958880519	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	NA	-1	-1	-1	-1	NA	NA	-1	-1	-1	-1	-1	NA	NA	-1	NA	-1	NA	-1	NA	-1	NA	NA	NA	-1	NA	-1	-1	NA	NA	-1	-1	NA	NA	-1	-1	-1	-1	NA	-1	NA	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	-1	NA	-1	NA	-1	-1	-1	-0.931233646756127	-1	-1	-1	-1	-1	-1	NA	-1	NA	-1	NA	NA	NA	NA	-1	NA	NA	-1	-0.778752058221583	-1	NA	-1	-1	NA	-1	-1	-1	NA	NA	NA	-1	-1	-1	-1	-1	NA	-1	-1	-1	NA	NA	NA	-1	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
liver_cancer_down_35	NA	NA	0.834012287694055	NA	0.646703049974534	1	1	NA	NA	NA	1	NA	NA	1	1	0.996511626035668	0.98583236213558	0.983193243251127	0.790598795964168	1	0.623015597048733	0.97487918138504	0.666666984558105	NA	1	1	1	1	1	0.672400861631992	1	NA	1	1	1	NA	NA	NA	0.818181455135345	NA	NA	0.912584524016735	1	NA	NA	1	NA	NA	NA	0.909645683505908	NA	0.418367359255041	NA	NA	1	1	NA	NA	1	1	1	NA	0.590866030102045	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666667342185974	NA	NA	0.822024573882421	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.425724343923123	NA	NA	NA	0.866645154218341	NA	1	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.651365645596238	NA	NA	NA	NA	0	NA	NA	NA	NA	0.576554946732103	NA	NA	NA	1	0.725996823687302	1	NA	0.670631328987521	0.655555438995361	NA	NA	NA	NA	0.685663789059177	1	1	NA	1	0.653246416286989	NA	NA	1	1	NA	1	0.499999582767487	NA	1	0.93139538965946	NA	NA	0.333333343267441	NA	NA	1	0.282828598311453	NA	0.807778416677963	0.913888686150312	0.816585476661837	1	0.599999606609344	NA	1	1	NA	0.58464354393529	NA	0.577668970184667	NA	0.833890868936266	NA	1	1	0.892804637551308	NA	0.80753357796108	0.870419513694076	1	NA	1	0.918427782430165	1	1	1	NA	0.855172239500901	1	1	1	1
liver_cancer_down_109	0.438604144876202	0.986363666398185	0.880546848125317	0.887861502347606	0.777777373790741	0.806811127629313	0.188872752980345	0.926825912102409	0.867624365050217	0.768493541479111	0.777681526872847	0.796766437333206	0.98078557981807	0.163296158183111	0.747707206807378	1	0.916598889053377	0.550000431016088	NA	0.88682296020644	0.733516913532411	0.794403540827062	NA	NA	-0.00589436466930902	-0.205859849207542	NA	0.816223324506314	0.0934121582055196	0.339509590388202	0.201642980032107	-0.154197920824071	0.734156445107039	0.377446121474107	0.585000020265579	-0.582200322468676	0.0348447698771077	0.16013425334971	0.182456325042193	-0.369615587783922	0.3600607436251	0.755512490637543	0.487605666638249	0.635701093326012	0.133172375225538	0.428571671247482	-0.0438704905316296	NA	-0.142857655882835	1	-0.108487333167474	NA	0.6954267013191	NA	0.353533253783271	0.424744895809863	NA	-0.200000375509262	1	0.334916463258414	0.281517548616542	0.172673474275783	-0.255847052956867	0.445901965182987	0.131333289146423	-0.320708703877551	0.412345680798221	-0.0546556372268527	0.151937932746355	-0.0246105469791716	0.62154672237543	NA	0.906827771186829	0.0595709556492708	NA	0.386806993186474	0.785210452217987	NA	0.562596303171816	-0.350861273128159	0.362033545970917	0.454545825719833	0.847918199601574	-0.124076721270453	0.261715915896198	-0.218685240663875	-0.375338556222707	-0.842786408500907	-0.521525692571945	-0.166221165529485	0.0139013418479811	-0.68781405423836	NA	-0.753987866832364	0.276143851122296	-0.420645318605417	0.253016503257377	-0.253814408781638	-0.349956568588251	NA	-0.625373727044998	1	-0.316906627182547	0.369488110104876	-0.682708544971107	-0.647965154101177	-0.349235773466195	-0.541412108752035	-0.352905150526059	-0.755565153776541	-0.626711876890094	-0.972945167869329	0.270644335010472	-0.734186870964947	-0.69534971851569	-0.0459989625173555	-0.113561793899647	-0.784439378976822	-0.811863639205694	-0.709318457953053	-0.435790901665698	0.13413949658277	-0.963650427482746	0.473878840061687	0.505005023286149	0.721038031166997	-0.0324155084438558	0.721281299633639	0.641358275623882	NA	-0.311461916132495	0.654962786261179	NA	0.359375610947609	0.419157684363168	-0.844493808284883	0.714285433292389	0.738673269961561	-0.184111238945098	0.905445046552265	-0.728481327867232	-0.192448907237277	0.234711264848494	NA	0.324999867007136	1	-0.510451591014862	0.064793928995613	0.7469972214723	NA	-0.595873219794349	NA	1	0.0894515558666601	-1	NA	0.884231538651232	NA	-0.649632931486961	-0.740991020524824	0	NA	1	0	NA	0.77840846353376	-0.0530138411583045	0.614084798265511	1	NA	0.743801560497632	0.233236322192837	0.798096902230207	0.779765672981739	0.49580012110195	0.415122106268599	0.608755716697766	0.873188578278009	0.488075909360744	0.64146308782624	0.596198668030544	-0.391356976230939	NA	0.39753307632997	NA	NA	1	NA	0.769310519736037	0.96763595139108	0.539704612402058	0.773620753666091	NA	NA	NA
normal_down_69	-0.411624309958005	0.473683774471283	-0.371586992998015	-0.27068046377457	-0.807739730064686	-0.941485854295584	-0.651634004186181	NA	-0.616707539220446	-0.236806375721654	-0.266795408418498	-0.246751084830612	-1	-0.535520811633366	-0.318124845433742	NA	-0.0927406308761278	-0.351658130287012	-0.505050854921341	-1	-0.206058644209197	-0.571959277819161	-0.579221029015421	-1	NA	-0.885583285721506	-0.908732386412001	-0.351540057536434	-0.855522742494941	NA	-0.825054187589968	-0.933129463720759	-0.588980708697542	-0.625447959188492	-0.938968480999627	-0.882659421134188	-1	-0.448939427565237	NA	-0.269901267738424	-0.75	NA	0.428571164608002	-0.869232770109522	-0.846708455990101	NA	-0.215976931366392	-0.758214647399968	-0.989232555369741	-1	-0.593685627513933	-0.621703851653357	0.195878729224205	-0.525453449050082	-0.912087911432916	-0.600000381469727	-0.342800764238383	-0.168277314042344	0.428120012683411	-0.200000002980232	-0.631293082723812	-0.963144554333253	-0.609592836404192	NA	-1	-1	-0.64902056396564	-1	-0.856703010524154	-0.95463915731489	-0.755860914599221	-0.623947001178749	-0.481036560876029	-0.565598164748283	-0.648495667276129	-0.64441702856737	-0.362127655132679	-0.243914263845797	-0.521030322511368	-0.358288780731313	-0.559968087145991	-0.933986682621086	-0.458572466401704	-1	-0.860714203690829	-0.653951885119865	-0.632496868049626	-0.316230887401214	NA	-0.968099001142168	-0.547064679082144	-0.642143260445115	-0.81538462638855	-0.508130384321065	-0.811429186291614	-0.767913354652943	-0.869462810882987	-0.448264376997058	-0.902622451768077	-0.835978836373047	-0.411908462464952	-1	-0.151000118195322	-0.599751351129862	-0.689110012029864	-1	-0.238859293932583	-0.770795600438855	-0.726648802142493	-1	-0.816376844368412	NA	-0.523209142541118	-0.433738525433743	-0.390745972801825	-0.735745654135575	-1	-0.700937217568594	-0.841808026456563	-0.516480882704036	-0.601776612765089	-0.333332777023315	NA	-0.520795676940947	-0.537845539008366	-0.798666960696884	-0.510874818181092	-0.64633926486969	-0.748679936443787	0.0212898215977475	-0.751634152997442	-0.0206846882771585	-0.533332518019627	-0.635302616589105	0.371459245194797	-0.804711846469604	-0.492950600620947	-1	-0.463637626493715	-0.737429268547431	NA	-0.724748911414189	-0.385465390087473	-0.0772294836292454	-0.590046424936089	-1	-0.165461585583936	-0.313142081070884	0.356979574155562	NA	0.255162739551362	-0.128911483754106	-1	NA	NA	NA	-0.157129079736853	-1	-0.366246925772361	0	NA	NA	NA	NA	0.369747809408342	NA	-0.578757587601157	-0.478319786222918	-0.826388888888889	0.33333283662796	NA	NA	NA	-0.240540794927526	NA	NA	-0.719298503900829	NA	0.120668507135305	NA	-0.685950022935867	-0.866666436195374	NA	NA	NA	-1	NA	0.746998210871442	NA	NA	0.499999523162842	1	NA	NA	-0.227513616283735
normal_down_2	NA	0.914602270879244	0.886101971558534	0.793809628969914	NA	0.587417481088997	0.817589967998106	0.499999523162842	0.777172000608712	1	1	1	1	1	1	0.876514111133601	NA	0.910828065504587	0.692803415573306	0.567706016462241	0.452891511896442	1	1	1	NA	1	0.767009573134165	NA	1	0.589763477880587	0.870364317477075	1	1	1	1	1	0.824909748045546	0.895993633537876	0.818181455135345	0.847652670203662	0.641083105271604	1	1	1	1	0.616177221231682	0.910444857438794	1	0.376580525837515	1	1	0.33792940765375	1	1	1	1	1	0.200000375509262	0.819345644101721	1	1	1	1	1	NA	1	1	1	1	1	0.918112084269524	0.540765348917399	0.382712761576945	0.845641955433276	0.207442278160011	0.778736584447702	0.421954064376683	0.795101634440599	0.823554887974367	1	1	0.811425079540773	1	1	0.789545902430888	0.944099473112111	1	1	NA	0.987160090258832	NA	1	1	0.794567435152001	1	0.796379134472873	1	0.671970378607512	NA	1	1	1	1	0.493021823151011	1	1	NA	1	0.837539436999691	1	NA	1	1	NA	1	1	0.930818550167857	NA	1	1	-0.109289806397235	1	0.0702478354873736	1	0.850617700624817	NA	1	1	NA	0.612051161876412	0.777777969837189	0.236774184576729	0.646384036878615	1	0.74425242070494	NA	0.721791840272884	0.843779381364584	0.766390675543622	0.520214245931522	1	NA	NA	1	0.600000321865082	0.728670017003421	NA	0.320284488021719	0.762236939692819	1	NA	NA	0.704481292445705	1	NA	NA	0.4820229341916	0.333332747220993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.145570418386309	NA	NA	NA	NA	NA	NA	0.462628283472948	NA	1	0.0323437459364131	1	NA	0.71040775495417	0.695759949136953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
normal_up_5	NA	1	NA	NA	0.988304072304776	1	NA	0.773910618281063	1	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.879972661796369	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.792134842845831	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	1	1	NA	NA	1	NA	1	NA	1	0.644304220434986	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.799999415874481	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.834108283353406	NA	NA	1	NA	NA	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	1	NA	NA	NA	1	1	1	NA	NA	NA	1	1	1	1	NA	1	1	1	NA	1	1	1	1	1	0.916804040427757	0.855812879612571	NA	NA	0.911059712254724	0.888150638391992	NA	NA	1	NA	1	NA	1	NA	NA	NA	1	1	1	NA	1	0.952180126345301	1	1
normal_down_110	-0.803636944293976	-1	-1	-1	NA	-0.784229681199911	-0.630104630671698	NA	-1	-0.755018198740817	-0.897707806080997	-1	-0.868176499722709	-1	-1	NA	-1	-1	-0.998023720126849	-0.692308187484741	NA	NA	-1	-1	NA	-1	-0.780701963525069	-1	-1	-1	-1	-1	-1	-0.700000286102295	-0.868371212121212	-1	-0.951219512922008	NA	-1	-0.988310510282358	-1	-0.970647294174209	-0.916047545236962	-1	-0.848492682478917	NA	-1	-0.942632222269464	-1	-1	-0.842663573814651	-1	-1	-1	NA	-1	-0.943302226957874	NA	-1	-0.685991696651699	-1	-1	NA	-1	-1	-1	-1	-1	-1	-1	-1	-0.998776766138339	-0.953408565078376	-1	-0.915992433939384	-0.961683063022792	-0.980061985128294	-0.834558997097916	-0.787733056389534	-1	-1	-0.801972592434688	-1	-1	-1	-1	NA	-0.368966116987426	NA	-1	-1	-1	-0.955535105128927	-0.923184176640851	-1	NA	NA	0.428571432828903	NA	-0.575274154353533	NA	-0.6701179423194	-1	-0.834327098891491	-1	-1	-0.740646477788687	-1	-1	-1	NA	NA	-1	-1	-1	-1	-1	-1	NA	-1	-0.759177888017394	-1	-1	-1	-0.915554079635084	NA	-1	-0.963194410627087	NA	-0.976894326895384	NA	-0.542482963379692	-0.731083102978259	-1	NA	NA	-0.918239502098736	-1	NA	-1	NA	-1	-1	-1	-1	NA	-0.583333030343056	NA	NA	-0.803484693802788	NA	NA	-1	-1	NA	NA	-1	-1	NA	NA	-1	NA	NA	-1	NA	NA	-1	NA	-1	NA	-1	NA	NA	NA	-0.919489360246502	-1	NA	NA	-1	-1	NA	-0.803357007692186	-0.900933238447353	NA	-1	-1	-0.599999248981476	NA	NA	NA	-0.951656860217713	NA	NA	-1	NA
normal_down_73	-0.72045354235847	-0.716578136561281	-0.930768296803315	-0.842972700878725	-0.920415840194195	-1	-0.638892261981964	-0.705514567548578	-0.935105131125786	-0.785289534457444	-0.967338193207979	-1	-1	-1	-1	-0.794282821346732	-1	-0.971214408925969	NA	NA	-0.629995305526075	-0.979861076921225	-0.918589677661657	-1	-0.92849343739493	-1	-1	NA	-0.600000381469727	-1	-0.698895403578238	NA	-0.778607104374812	-0.349230890167065	-1	-0.861795169750446	-0.606223334893962	-0.575216491839715	NA	-1	-1	-1	-0.947282413182231	-0.720118089062827	NA	-0.87276122582856	-1	-0.911727296284267	-0.716679100424815	-0.938320264901001	-1	-0.730382303117027	-1	-1	-0.772451141360086	-0.581688357273321	-1	-0.656033447853805	-1	NA	-1	-0.75959559352625	NA	-1	-0.404501499057566	-1	-1	-1	NA	NA	-0.823144553179409	-0.759554480251513	-0.519258630489875	-0.375000357627869	NA	-1	-0.747961005764807	-0.978171523736448	-0.79708359760492	-0.590599109896091	-0.587530843767465	-0.453819667420736	-0.832188750135488	-0.730746867065143	-1	-1	-0.717050070392674	-1	-0.593323510070765	-1	NA	-1	-0.838419606288274	-0.710599873574252	-1	-1	-1	-0.527388458544353	-0.690219979046443	-1	NA	-0.258102747617952	NA	-0.902451424415295	-0.633098420001529	-1	-0.681670207683354	-1	-1	NA	-0.277895034338436	NA	-1	-1	-1	-0.923474199578242	-1	-0.737059505155244	-1	NA	-1	-1	-1	-0.845115563353977	-0.799557647921822	NA	NA	-0.529416278121978	-0.600744497655007	-0.87559329664241	NA	-0.520026837009937	NA	-1	-0.610805354458945	NA	-0.726414767076384	-0.936429346011857	-1	-0.955811832762007	-0.927141460250406	-0.960132801255514	NA	-0.725559026345439	-1	-1	-1	-0.93693877696991	NA	-1	NA	-1	-0.740717100310447	-1	-1	NA	-1	-1	-0.33333283662796	NA	NA	NA	-0.666666090488434	0.144961083439034	NA	NA	NA	NA	-1	NA	NA	NA	NA	-0.98657547187079	NA	NA	NA	NA	NA	-1	NA	-0.201055387277966	0.0514081334290297	-0.180045133342548	-0.195767241929259	NA	-1	-1	NA	NA	-1	NA	NA	NA	-1
normal_down_109	NA	-0.551178445970571	NA	-1	NA	-1	-0.734204332033793	-1	-0.753668295887281	-0.827734880425312	-1	-0.815591862201691	-0.951670885534215	-0.732966538575979	-1	-0.429753765111833	-0.4839960478601	NA	NA	NA	-1	-1	NA	NA	-1	NA	NA	-1	NA	-0.681676521249439	-0.135449886322021	-0.649621737894611	-0.137134049067626	-0.626402573121919	-1	-1	-1	NA	-1	-1	-0.77490422129631	-1	-1	-1	-1	NA	-1	NA	NA	-1	-1	NA	-0.642962014391309	-1	-1	-1	NA	-0.213675551689588	NA	0.40209751278162	-0.986206919982516	NA	NA	0.0618127408195977	-0.628317148685455	-1	-1	-1	-1	-1	-0.704314335492941	-0.894542574882507	-1	-0.763292518821923	NA	-0.857143660134907	NA	NA	-0.462101773304098	-0.75422846942436	-0.971400808479826	-0.879836525584831	-1	-0.855711782496908	-0.867825040110835	-0.903050633061011	-0.25000074505806	NA	-0.721073060833066	-0.827285946356623	NA	-0.388499788603475	-0.762176424464923	NA	-1	-0.641140531317717	-0.485034793753315	-0.142857179045677	NA	-0.82623873288567	-1	-1	-1	-0.746428751945496	-0.861544782374085	-0.800286064719596	NA	-0.731451873150137	-0.71068661157475	-1	-1	NA	-0.771801650031539	-1	-0.417018783313257	-1	-1	NA	-1	NA	-1	-1	0.102043105220353	-0.864702331363608	-0.700890784080212	NA	-0.664770866496654	-0.899999916553497	-0.597651987302083	-0.55888891518116	-0.804651300574458	NA	NA	-1	0	NA	-1	-0.737570382496144	NA	-0.421894767297008	NA	-1	-0.180710536120507	-0.862365353491998	-0.225730629866583	-1	NA	-1	NA	NA	NA	-1	-1	0.17592558513085	-1	-1	NA	NA	NA	-1	NA	NA	NA	NA	0.0694445748296049	NA	NA	-1	NA	NA	NA	NA	NA	NA	-0.391304016113281	-1	NA	-1	-0.254359697582017	NA	NA	NA	NA	-1	-0.80808021624883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
liver_cancer_down_12	-1	-1	-0.936370070739712	NA	-0.912467911938168	-1	-1	NA	-1	-1	-1	NA	-1	-1	NA	-1	-1	NA	-1	-1	-1	-1	-1	-1	NA	-1	-1	-1	-0.797763056403038	-1	-1	-1	NA	-1	-1	NA	NA	-0.968248427714277	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	-1	-1	-1	NA	-1	-1	-1	-1	-0.599999248981476	NA	-1	-1	NA	NA	-1	NA	NA	-1	NA	NA	NA	-1	-1	-1	-0.757018541747874	-1	-1	NA	NA	NA	NA	-1	-0.928794924892596	-1	NA	NA	NA	-1	NA	NA	NA	NA	-1	NA	NA	-1	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.843477449848154	-1	NA	NA	-1	-0.960000002384186	-1	NA	NA	-1	-1	-1	-1	NA	-1	-1	-1	-1	NA	-1	NA	NA	NA	-1	NA	NA	-1	NA	NA	-1	-1	NA	NA	-0.435724966461883	-1	NA	NA	NA	-1	NA	-1	-1	NA	NA	NA	NA	NA	NA	-1	NA	NA	-1	-0.880211619933446	-1	-1	-1	-1	-1	-1	-1	-0.878507051202986	-1	-1	-1	NA	-1	-1	-1	-1	-0.992712515352018	NA	-1
liver_cancer_down_58	1	1	NA	NA	NA	1	1	1	NA	1	0.800665786806143	NA	1	NA	1	1	1	NA	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	1	NA	1	NA	1	NA	NA	1	NA	NA	0.738205116823179	1	NA	NA	NA	1	0.650793626194909	1	1	NA	1	1	1	NA	1	0.559722622649537	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.799999415874481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA	0.370498052665166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	1	1	NA	1	1	NA	NA	0.555555760860443	NA	1	1	NA	1	NA	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	1	1	NA	0.599999606609344	NA	1	0.733162481751707	1	1	NA	1	0.85820080836614	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	0.51318072857736	NA	1	1	1	1	NA	1	1
normal_down_5	-1	-1	-1	-1	-1	-1	NA	-1	-1	-1	-0.947869082291921	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	NA	NA	NA	-1	-1	NA	-1	-1	-1	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	NA	NA	-1	-1	NA	NA	-1	-1	-1	-1	-0.993710696697235	-1	-1	-1	-1	-1	-1	NA	NA	-1	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	-1	NA	-1	-0.889620755029761	-1	-1	-1	-1	-1	-1	NA	-1	-1	-1	NA	NA	-1	-1	-1	-1	NA	NA	-1	-1	-1	-1	-1	NA	-1	-1	-1	-1	-0.714285731315613	-1	-1	NA	-1	-1	NA	-1	-1	NA	-1	-1	NA	NA	NA	-1	-1	NA	-0.643566392470097	-1	NA	NA	-1	-0.777776956558228	NA	-0.782585034447332	NA	NA	-1	NA	-1	-1	NA	NA	NA	-0.599999308586121	NA	-1	-1	NA	NA	NA	NA	-1	NA	-1	-1	NA	NA	NA	NA	-1	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	-1	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA
